Monday, 8th. :: None :: None
Sunday, 21st. :: None :: None
Monday, 22nd. :: None :: None
Tuesday, 23rd. :: None :: None
Wednesday, 24th. :: None :: None
Thursday, 25th. :: None :: None
Friday, 26th. :: None :: None
Saturday, 27th. :: None :: None
Sunday, 28th. :: None :: None
Monday, 29th. :: None :: None
Tuesday, 30th. :: None :: None
Wednesday, 31st. :: None :: None
Thursday, February 1st. :: None :: None
Friday, 2nd. :: None :: None
Saturday, 3rd. :: None :: None
Sunday, 4th. :: None :: None
Monday, 5th. :: None :: None
Tuesday, 6th. :: None :: None
Wednesday, 7th. :: -41.567 :: 176.033
Thursday, 8th. :: -41.7 :: 175.217
Friday, 9th. :: None :: None
Saturday, 10th. :: None :: None
Sunday, 11th. :: None :: None
Monday, 12th. :: None :: None
Tuesday, 13th. :: None :: None
Wednesday, 14th. :: None :: None
Thursday, 15th. :: None :: None
Friday, 16th. :: None :: None
Saturday, 17th. :: None :: None
Sunday, 18th. :: None :: None
Monday, 19th. :: None :: None
Tuesday, 20th. :: None :: None
Wednesday, 21st. :: None :: None
Thursday, 22nd. :: None :: None
Friday, 23rd. :: None :: None
Saturday, 24th. :: None :: None
Sunday, 25th. :: -45.917 :: 170.933
Monday, 26th. :: None :: None
Tuesday, 27th. :: None :: None
Wednesday, 28th. :: None :: None
Thursday, March 1st. :: None :: None
Friday, 2nd. :: None :: None
Saturday, 3rd. :: None :: None
Sunday, 4th. :: None :: None
Monday, 5th. :: None :: None
Tuesday, 6th. :: None :: None
Wednesday, 7th. :: None :: None
Thursday, 8th. :: None :: None
Friday, 9th. :: None :: None
Saturday, 10th. :: None :: None
Sunday, 11th. :: None :: None
Monday, 12th. :: None :: None
Tuesday, 13th. :: None :: None
Wednesday, 14th. :: None :: None
Thursday, 15th. :: None :: None
Friday, 16th. :: None :: None
Saturday, 17th. :: -44.0 :: -2.333
Sunday, 18th. :: None :: None
Monday, 19th. :: None :: None
Tuesday, 20th. :: None :: None
Wednesday, 21st. :: None :: None
Thursday, 22nd. :: None :: None
Friday, 23rd. :: None :: None
Saturday, 24th. :: None :: None
Sunday, 25th. :: None :: None
Monday, 26th. :: None :: None
Tuesday, 27th. :: None :: None
Wednesday, 28th. :: None :: None
Thursday, 29th. :: None :: None
Friday, 30th. :: None :: None
Saturday, 31st. :: None :: None
SUNDAY, 1st April. :: None :: None
Monday, 2nd. :: None :: None
Tuesday, 3rd. :: None :: None
Wednesday, 4th. :: None :: None
Thursday, 5th. :: None :: None
Friday, 6th. :: None :: None
Saturday, 7th. :: None :: None
Sunday, 8th. :: None :: None
Monday, 9th. :: None :: None
Tuesday, 10th. :: None :: None
Wednesday, 11th. :: None :: None
Thursday, 12th. :: None :: None
Friday, 13th. :: None :: None
Saturday, 14th. :: None :: None
Sunday, 15th. :: None :: None
Monday, 16th. :: None :: None
Tuesday, 17th. :: None :: None
Wednesday, 18th. :: None :: None
THURSDAY, 19th. :: -37.65 :: 149.633
Friday, 20th. :: -37.467 :: 149.95
Saturday, 21st. :: -36.3 :: 150.083
Sunday, 22nd. :: None :: None
Monday, 23rd. :: None :: None
Tuesday, 24th. :: None :: None
Wednesday, 25th. :: -34.483 :: 151.183
Thursday, 26th. :: None :: None
Friday, 27th. :: None :: None
Saturday, 28th. :: None :: None
Sunday, 29th. :: None :: None
Monday, 30th. :: None :: None
Tuesday, May 1st. :: None :: None
Wednesday, 2nd. :: None :: None
Thursday, 3rd. :: None :: None
Friday, 4th. :: None :: None
Saturday, 5th. :: None :: None
Sunday, 6th. :: None :: None
Monday, 7th. :: None :: None
Tuesday, 8th. :: None :: None
Wednesday, 9th. :: None :: None
Thursday, 10th. :: None :: None
Friday, 11th. :: -32.667 :: 152.15
Saturday, 12th. :: None :: None
Sunday, 13th. :: -30.85 :: 153.917
Monday, 14th. :: None :: None
Tuesday, 15th. :: None :: None
Wednesday, 16th. :: None :: None
Thursday, 17th. :: -26.933 :: 153.533
Friday, 18th. :: -25.967 :: 153.2
Saturday, 19th. :: None :: None
Sunday, 20th. :: -24.767 :: 153.15
Monday, 21st. :: None :: None
Tuesday, 22nd. :: None :: None
Wednesday, 23rd. :: None :: None
Thursday, 24th. :: None :: None
Friday, 25th. :: None :: None
Saturday, 26th. :: None :: None
Sunday, 27th. :: None :: None
Monday, 28th. :: -22.217 :: 150.2
Tuesday, 29th. :: None :: None
Wednesday, 30th. :: None :: None
Thursday, 31st. :: None :: None
Friday, June 1st. :: -21.45 :: 149.05
Saturday, 2nd. :: None :: None
Sunday, 3rd. :: -20.5 :: 148.533
Monday, 4th. :: -19.95 :: 148.1
Tuesday, 5th. :: -19.65 :: 147.467
Wednesday, 6th. :: None :: None
Thursday, 7th. :: None :: None
Friday, 8th. :: None :: None
Saturday, 9th. :: -16.917 :: 145.817
Sunday, 10th. :: -16.1 :: 145.35
Monday, 11th. :: None :: None
Tuesday, 12th. :: None :: None
Wednesday, 13th. :: None :: None
Thursday, 14th. :: None :: None
Friday, 15th. :: None :: None
Saturday, 16th. :: None :: None
Sunday, 17th. :: None :: None
Monday, 18th. :: None :: None
Tuesday, 19th. :: None :: None
Wednesday, 20th. :: None :: None
Thursday, 21st. :: None :: None
Friday, 22nd. :: None :: None
Saturday, 23rd. :: None :: None
Sunday, 24th. :: None :: None
Monday, 25th. :: None :: None
Tuesday, 26th. :: None :: None
Wednesday, 27th. :: None :: None
Thursday, 28th. :: None :: None
Friday, 29th. :: None :: None
Saturday, 30th. :: None :: None
Sunday, 1st July. :: None :: None
Monday, 2nd. :: None :: None
Tuesday, 3rd. :: None :: None
Wednesday, 4th. :: None :: None
Thursday, 5th. :: None :: None
Friday, 6th. :: None :: None
Saturday, 7th. :: None :: None
Sunday, 8th. :: None :: None
Monday, 9th. :: None :: None
Tuesday, 10th. :: None :: None
Wednesday, 11th. :: None :: None
Thursday, 12th. :: None :: None
Friday, 13th. :: None :: None
Saturday, 14th. :: None :: None
Sunday, 15th. :: None :: None
Monday, 16th. :: None :: None
Tuesday, 17th. :: None :: None
Wednesday, 18th. :: None :: None
Thursday, 19th. :: None :: None
Friday, 20th. :: None :: None
Saturday, 21st. :: None :: None
Sunday, 22nd. :: None :: None
Monday, 23rd. :: None :: None
Tuesday, 24th. :: None :: None
Wednesday, 25th. :: None :: None
Thursday, 26th. :: None :: None
Friday, 27th. :: None :: None
Saturday, 28th. :: None :: None
Sunday, 29th. :: None :: None
Monday, 30th. :: None :: None
Tuesday, 31st. :: None :: None
Wednesday, 1st August. :: None :: None
Thursday, 2nd. :: None :: None
Friday, 3rd. :: None :: None
Saturday, 4th. :: -15.283 :: 145.25
Sunday, 5th. :: None :: None
Monday, 6th. :: None :: None
Tuesday, 7th. :: None :: None
Wednesday, 8th. :: None :: None
Thursday, 9th. :: None :: None
Friday, 10th. :: -14.917 :: 145.283
Saturday, 11th. :: None :: None
Sunday, 12th, when I immediately went upon the highest hill on the
Island,* (* Lizard Island. :: None :: None
Monday, 13th. :: None :: None
Tuesday, 14th. :: None :: None
Wednesday, 15th. :: None :: None
Thursday, 16th. :: None :: None
Friday, 17th. :: None :: None
Saturday, 18th. :: None :: None
Sunday, 19th. :: -11.967 :: 142.367
Monday, 20th. :: None :: None
Tuesday, 21st. :: None :: None
Wednesday, 22nd. :: None :: None
Thursday, 23rd. :: None :: None
FRIDAY, 24th. :: None :: None
Saturday, 25th. :: None :: None
Sunday, 26th. :: None :: None
Monday, 27th. :: None :: None
Tuesday, 28th. :: None :: None
Wednesday, 29th. :: None :: None
Thursday, 30th. :: None :: None
Friday, 31st. :: -8.4 :: 137.083
Saturday, 1st September. :: None :: None
Sunday, 2nd. :: None :: None
Monday, 3rd. :: None :: None
Tuesday, 4th. :: None :: None
Wednesday, 5th. :: -7.1 :: 135.0
Thursday, 6th. :: None :: None
Friday, 7th. :: None :: None
Saturday, 8th. :: None :: None
Sunday, 9th. :: None :: None
Monday, 10th. :: None :: None
Tuesday, 11th. :: None :: None
Wednesday, 12th. :: None :: None
Thursday, 13th. :: None :: None
Friday, 14th. :: None :: None
Saturday, 15th. :: None :: None
Sunday, 16th. :: -10.383 :: 123.917
Monday, 17th. :: -10.45 :: 122.483
Tuesday, 18th. :: None :: None
Wednesday, 19th. :: None :: None
Thursday, 20th. :: None :: None
Friday, 21st. :: None :: None
Saturday, 22nd. :: -10.783 :: 121.53299999999999
Sunday, 23rd. :: None :: None
Monday, 24th. :: None :: None
Tuesday, 25th. :: None :: None
Wednesday, 26th. :: None :: None
Thursday 27th. :: None :: None
Friday 28th. :: None :: None
Saturday, 29th. :: None :: None
Sunday, 30th. :: None :: None
Monday, 1st October. :: None :: None
Tuesday, 2nd. :: None :: None
Wednesday, 3rd. :: None :: None
Thursday, 4th. :: None :: None
Friday, 5th. :: None :: None
Saturday, 6th. :: None :: None
Sunday 7th. :: None :: None
Monday, 8th. :: None :: None
Tuesday, 9th. :: None :: None
Wednesday, 10th, according to our reckoning, but by the people here
Thursday, 11th. :: None :: None
Friday, 12th. :: None :: None
Saturday, 13th. :: None :: None
Sunday, 14th. :: None :: None
Monday, 15th. :: None :: None
Tuesday, 16th. :: None :: None
Wednesday, 17th. :: None :: None
Thursday, 18th. :: None :: None
Friday, 19th. :: None :: None
Saturday, 20th. :: None :: None
Sunday, 21st. :: None :: None
Monday, 22nd. :: None :: None
Tuesday, 23rd. :: None :: None
Wednesday, 24th. :: None :: None
Thursday, 25th. :: None :: None
Friday, 26th. :: None :: None
Saturday, 27th. :: None :: None
Sunday, 28th. :: None :: None
Monday, 29th, Tuesday, 30th, Wednesday, 31st. :: None :: None
Thursday, November 1st. :: None :: None
Friday, 2nd, Saturday, 3rd, Sunday, 4th. :: None :: None
Monday, 5th. :: None :: None
Tuesday, 6th. :: None :: None
Wednesday, 7th. :: None :: None
Thursday, 8th. :: None :: None
Friday, 9th. :: None :: None
Saturday, 10th. :: None :: None
Sunday, 11th. :: None :: None
Monday, 12th. :: None :: None
Tuesday, 13th. :: None :: None
Wednesday, 14th. :: None :: None
Thursday, 15th. :: None :: None
Friday, 16th. :: None :: None
Saturday, 17th, Sunday, 18th, Monday, 19th, Tuesday, 20th, Wednesday,
21st, Thursday, 22nd, Friday, 23rd, Saturday, 24th, Sunday, 25th. :: None :: None
Monday, 26th. :: None :: None
Tuesday, 27th, Wednesday, 28th, Thursday, 29th, Friday, 30th, [December
1770. :: None :: None
Saturday, 8th. :: None :: None
Sunday, 9th. :: None :: None
Monday, 10th. :: None :: None
Tuesday, 11th, Wednesday, 12th, Thursday, 13th, Friday, 14th. :: None :: None
Saturday, 15th. :: None :: None
Sunday, 16th, Monday, 17th. :: None :: None
Tuesday, 18th. :: None :: None
Wednesday, 19th, Thursday, 20th, Friday, 21st, Saturday, 22nd, Sunday,
23rd, Monday, 24th. :: None :: None
Tuesday, 25th. :: None :: None
Wednesday, 26th. :: None :: None
THURSDAY, 27th. :: None :: None
Friday, 28th. :: None :: None
Saturday, 29th. :: None :: None
Sunday, 30th. :: None :: None
Monday, 31st. :: None :: None
Tuesday, 1st. :: None :: None
Wednesday, 2nd. :: None :: None
Thursday, 3rd. :: None :: None
Friday, 4th. :: None :: None
Saturday, 5th. :: None :: None
Sunday, 6th. :: None :: None
Monday, 7th. :: None :: None
Tuesday, 15th. :: None :: None
Wednesday, 16th. :: None :: None
Thursday, 17th. :: -7.533 :: 104.417
Friday, 18th. :: -7.917 :: 104.1
Saturday, 19th. :: -8.8 :: 104.15
Sunday, 20th. :: -9.233 :: 103.75
Monday, 21st. :: -9.767 :: 102.91699999999997
Tuesday, 22nd. :: -9.483 :: 102.86700000000002
Wednesday, 23rd. :: -9.5 :: 103.16699999999997
Thursday, 24th. :: -9.567 :: 103.16699999999997
Friday, 25th. :: -9.733 :: 103.267
Saturday, 26th. :: -9.933 :: 103.46699999999998
Sunday, 27th. :: -10.2 :: 103.31700000000001
Monday, 28th. :: None :: None
Tuesday, 29th. :: -11.95 :: 101.75
Wednesday, 30th. :: -12.8 :: 101.017
Thursday, 31st. :: -13.7 :: 100.08300000000003
Friday, February 1st. :: -14.733 :: 98.33300000000003
Saturday, 2nd. :: -15.8 :: 95.733
Sunday, 3rd. :: None :: None
Monday, 4th. :: -17.5 :: 91.46699999999998
Tuesday, 5th. :: -18.1 :: 89.10000000000002
Wednesday, 6th. :: -18.5 :: 87.53300000000002
Thursday, 7th. :: -18.967 :: 85.66699999999997
Friday, 8th. :: -19.4 :: 83.33300000000003
Saturday, 9th. :: None :: None
Sunday, 10th. :: -20.467 :: 78.80000000000001
Monday, 11th. :: -20.967 :: 76.63299999999998
Tuesday, 12th. :: -21.417 :: 75.233
Wednesday, 13th. :: -21.85 :: 73.75
Thursday, 14th. :: -22.35 :: 71.94999999999999
Friday, 15th. :: -22.667 :: 69.75
Saturday, 16th. :: -22.867 :: 67.66699999999997
Sunday, 17th. :: None :: None
Monday, 18th. :: -23.95 :: 62.233000000000004
Tuesday, 19th. :: -24.433 :: 59.91699999999997
Wednesday, 20th. :: -24.95 :: 57.64999999999998
Thursday, 21st. :: -25.35 :: 55.35000000000002
Friday, 22nd. :: -26.083 :: 53.016999999999996
Saturday, 23rd. :: -26.983 :: 50.89999999999998
Sunday, 24th. :: -27.75 :: 48.88299999999998
Monday, 25th. :: -28.817 :: 46.89999999999998
Tuesday, 26th. :: -29.1 :: 44.60000000000002
Wednesday, 27th. :: -29.5 :: 42.58300000000003
Thursday, 28th. :: -29.617 :: 40.91699999999997
Friday, March 1st. :: -29.683 :: 39.56700000000001
Saturday, 2nd. :: -30.35 :: 38.233000000000004
Sunday, 3rd. :: -31.017 :: 36.966999999999985
Monday, 4th. :: -31.9 :: 35.39999999999998
Tuesday, 5th. :: None :: None
Wednesday, 6th. :: None :: None
Thursday, 7th. :: -32.9 :: 28.067000000000007
Friday, 8th. :: -34.3 :: 26.682999999999993
Saturday, 9th. :: -35.733 :: 22.899999999999977
Sunday, 10th. :: -34.867 :: 22.583000000000027
Monday, 11th. :: -34.75 :: 21.19999999999999
Tuesday, 12th. :: -34.833 :: 20.61700000000002
Wednesday, 13th. :: None :: None
Thursday, 14th. :: None :: None
Friday, 15th. :: None :: None
Saturday, 16th. :: None :: None
Sunday, 17th. :: None :: None
Monday, 18th. :: None :: None
Tuesday, 19th. :: None :: None
Wednesday, 20th. :: None :: None
Thursday, 21st. :: None :: None
Friday, 22nd, Saturday, 23rd, Sunday, 24th, Monday, 25th, Tuesday, 26th. :: None :: None
Wednesday, 27th. :: None :: None
Thursday, 28th, Friday, 29th. :: None :: None
Saturday, 30th. :: None :: None
Sunday, 31st. :: None :: None
Monday, April 1st. :: None :: None
Tuesday, 2nd. :: None :: None
Wednesday, 3rd. :: None :: None
Thursday, 4th. :: None :: None
Friday, 5th. :: None :: None
Saturday, 6th. :: None :: None
Sunday, 7th. :: None :: None
Monday, 8th. :: None :: None
Tuesday, 9th. :: None :: None
Wednesday, 10th. :: None :: None
Thursday, 11th. :: None :: None
Friday, 12th. :: None :: None
Saturday, 13th. :: None :: None
Sunday, 14th. :: None :: None
Monday, 15th. :: None :: None
TUESDAY, 16th. :: None :: None
Wednesday, 17th. :: -32.233 :: 15.867000000000019
Thursday, 18th. :: -31.233 :: 14.682999999999993
Friday, 19th. :: -31.233 :: 14.449999999999989
Saturday, 20th. :: -29.667 :: 13.833000000000027
Sunday, 21st. :: -28.717 :: 12.300000000000011
Monday, 22nd. :: -27.45 :: 10.600000000000023
Tuesday, 23rd. :: -26.317 :: 9.300000000000011
Wednesday, 24th. :: -25.1 :: 8.733000000000004
Thursday, 25th. :: -23.467 :: 8.132999999999981
Friday, 26th. :: -21.667 :: 5.800000000000011
Saturday, 27th. :: -20.067 :: 3.333000000000027
Sunday, 28th. :: -18.683 :: 1.1000000000000227
Monday, 29th. :: -17.317 :: -0.833
Tuesday, 30th. :: -16.183 :: -2.7
Wednesday, May 1st. :: None :: None
Thursday, 2nd. :: None :: None
Friday, 3rd. :: None :: None
Saturday, 4th. :: None :: None
Sunday, 5th. :: -15.083 :: -6.767
Monday, 6th. :: -13.7 :: -8.45
Tuesday, 7th. :: -12.083 :: -10.15
Wednesday, 8th. :: -10.65 :: -11.7
Thursday, 9th. :: -9.267 :: -13.283
Friday, 10th. :: -7.85 :: -14.533
Friday, 11th. :: -6.4 :: -15.85
Saturday, 12th. :: -4.633 :: -16.9
Sunday, 13th. :: -2.967 :: -17.967
Monday, 14th. :: None :: None
Tuesday, 15th. :: -0.233 :: -19.717
Wednesday, 16th. :: 0.783 :: -20.333
Thursday, 17th. :: None :: None
Saturday, 18th. :: 3.0 :: -21.367
Sunday, 19th. :: 4.533 :: -21.967
Monday, 20th. :: 5.633 :: -22.35
Tuesday, 21st. :: 6.133 :: -25.133
Wednesday, 22nd. :: 6.967 :: -25.633
Thursday, 23rd. :: 7.817 :: -26.033
Friday, 24th. :: None :: None
Saturday, 25th. :: 9.683 :: -28.5
Sunday, 26th. :: 20.783 :: -29.583
Monday, 27th. :: 12.117 :: -30.667
Tuesday, 28th. :: 13.5 :: -31.85
Wednesday, 29th. :: 15.317 :: -33.033
Thursday, 30th. :: 17.083 :: -34.15
Friday, 31st. :: 18.833 :: -35.667
Saturday, June 1st. :: 20.2 :: -36.683
Sunday, 2nd. :: 21.333 :: -38.083
Monday, 3rd. :: 22.35 :: -39.15
Tuesday, 4th. :: None :: None
Wednesday, 5th. :: 24.517 :: -41.183
Thursday, 6th. :: None :: None
Friday, 7th. :: 27.367 :: -43.7
Saturday, 8th. :: 28.833 :: -43.7
Sunday, 9th. :: 30.183 :: -44.15
Monday, 10th. :: 31.2 :: -44.833
Tuesday, 11th. :: None :: None
Wednesday, 12th. :: 33.133 :: -44.883
Thursday, 13th. :: 34.233 :: -44.417
Friday, 14th. :: 35.8 :: -43.8
Saturday, 15th. :: 37.033 :: -41.9
Sunday, 16th. :: 38.3 :: -40.633
Monday, 17th. :: 38.95 :: -38.6
Tuesday, 18th. :: 39.867 :: -36.983
Wednesday, 19th. :: 40.15 :: -36.733
Thursday, 20th. :: 40.483 :: -33.167
Friday, 21st. :: 40.55 :: -30.333
Saturday, 22nd. :: -41.183 :: -27.867
Sunday, 23rd. :: 40.717 :: -26.217
Monday, 24th. :: 40.567 :: -24.817
Tuesday, 25th. :: 40.65 :: -23.55
Wednesday, 26th. :: 40.717 :: -21.967
Thursday, 27th. :: 41.233 :: -20.983
Friday, 28th. :: 42.917 :: -19.3
Saturday, 29th. :: 43.65 :: -17.6
Sunday, 30th. :: 44.567 :: -16.033
Monday, July 1st. :: 44.9 :: -13.983
Tuesday, 2nd. :: 45.9 :: -13.033
Wednesday, 3rd. :: 45.4 :: -11.983
Thursday, 4th. :: 45.483 :: -10.733
Friday, 5th. :: 45.567 :: -10.533
Saturday, 6th. :: 44.75 :: -9.7
Sunday, 7th. :: 46.267 :: -9.65
Monday, 8th. :: 46.75 :: -8.9
Tuesday, 9th. :: 48.317 :: -8.017
Wednesday, 10th. :: 49.483 :: -6.3
Friday, 11th. :: None :: None
Friday, 12th. :: None :: None
Saturday, 13th. :: None :: None
